user_name,bid_no,name_of_work,category,department_name,quantity,emd,exemption_allowed,estimation_value,state,location,apply_mode,website_link,document_link,attachment_link,end_date
mahi,GEM/2025/B/6273532,Manpower Outsourcing Services - Minimum wage - Highly-Skilled; Graduate; Non-IT Technical,,Ministry of Defence - Department of Military Affairs,4,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7887531,https://bidplus.gem.gov.in/showbidDocument/7887531,31-07-2025 09:00:00
mahi,GEM/2025/B/6425043,Scissor Lift (V2),,Ministry of Petroleum and Natural Gas - NA,2,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8057910,https://bidplus.gem.gov.in/showbidDocument/8057910,06-08-2025 17:00:00
mahi,GEM/2025/B/6430590,Custom Bid for Services - Outsourcing of Artisans  Mason Plumber Carpenter etc along with helpers f,,Ministry of Railways - Indian Railways,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8064123,https://bidplus.gem.gov.in/showbidDocument/8064123,02-08-2025 17:00:00
mahi,GEM/2025/B/6430395,Custom Bid for Services - Outsourcing of Repair of wagons during Examination of Rakes at Ore Exchan,,Ministry of Railways - Indian Railways,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8063911,https://bidplus.gem.gov.in/showbidDocument/8063911,30-07-2025 20:00:00
mahi,GEM/2025/B/6369763,"MOT, SQIM, 415V, 250 ML, 4P, 55KW,MOT, SQIM DOL, 415V, 4P, 37KW,MOT, SQIM DOL, 415V, 160ML, 4 POLE,",,Ministry of Steel - Rashtriya Ispat Nigam Limited,20,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7995236,https://bidplus.gem.gov.in/showbidDocument/7995236,02-08-2025 12:00:00
mahi,GEM/2025/B/6438657,"Hydraulic Static Hand Pump 0 - 100 bar,Hydraulic Static Hand Pump 0 - 1000 bar",,Ministry of Defence - Department of Defence Production,2,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8073129,https://bidplus.gem.gov.in/showbidDocument/8073129,01-08-2025 15:00:00
mahi,GEM/2025/B/6432107,Supply and Installation of Double-sided wood and steel book racks,,Ministry of Education - Department of Higher Education,6,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8065805,https://bidplus.gem.gov.in/showbidDocument/8065805,01-08-2025 18:00:00
mahi,GEM/2025/B/6423436,Operation and Maintenance Of Electrical Systems/Electrical Installations - Complete System,,Ministry of Railways - Railways Public Sector Undertakings,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8056021,https://bidplus.gem.gov.in/showbidDocument/8056021,04-08-2025 12:00:00
mahi,GEM/2025/B/6283927,Custom Bid for Services - ACTIVATION OF 09 SATELLITE GLOBAL SIM CARD WITH 500 UNITS TALK TIME,,Ministry of Defence - Department of Defence,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7899082,https://bidplus.gem.gov.in/showbidDocument/7899082,01-08-2025 15:00:00
mahi,GEM/2025/B/6441003,Custom Bid for Services - AMOC of Earthing Equipment in LHB Coaches at TPTY Schedule  A Cost of AMO,,Ministry of Railways - Indian Railways,2,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8075775,https://bidplus.gem.gov.in/showbidDocument/8075775,04-08-2025 11:00:00
