user_name,bid_no,name_of_work,category,department_name,quantity,emd,exemption_allowed,estimation_value,state,location,apply_mode,website_link,document_link,attachment_link,end_date
mahi,GEM/2025/B/6389953,"Battery Operated Trolley,Accessories for BOT,Tools for BOT,Packing charges,Transportation charges",,Ministry of Defence - Department of Military Affairs,11,,,,ANDAMAN & NICOBAR,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8018147,https://bidplus.gem.gov.in/showbidDocument/8018147,02-08-2025 11:00:00
mahi,GEM/2025/B/6421720,"Control Card Pt. No. 210020550182,Carbon Brush Pt. No. 210020209951,Segment Card Pt. No. 2100204601",,"Ministry of Ports, Shipping and Waterways - NA",1377,,,,ANDAMAN & NICOBAR,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8053963,https://bidplus.gem.gov.in/showbidDocument/8053963,02-08-2025 17:00:00
mahi,GEM/2025/B/6439465,Housekeeping Items Consolidated,,"Ministry of Ports, Shipping and Waterways - NA",1,,,,ANDAMAN & NICOBAR,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8074024,https://bidplus.gem.gov.in/showbidDocument/8074024,01-08-2025 20:00:00
mahi,GEM/2025/B/6165703,Repair and Overhauling Service - 4383 SERVICES FOR ROUTINE ON CO2 SYSTEM IN LCU 52; CO2 FIXED FIREF,,Ministry of Defence - Department of Military Affairs,1,,,,ANDAMAN & NICOBAR,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7768042,https://bidplus.gem.gov.in/showbidDocument/7768042,08-08-2025 09:00:00
mahi,GEM/2025/B/6097837,"EN9036D-ATM-ECO-N-EX PRESSURE TRANSIMITTER -IP 68,EN9036D-IMFA-MUC-24-85-104 MAIN CONTROL PANRL MCP",,Ministry of Defence - Department of Military Affairs,1127,,,,ANDAMAN & NICOBAR,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7692718,https://bidplus.gem.gov.in/showbidDocument/7692718,08-08-2025 12:00:00
mahi,GEM/2025/B/6510496,Repair and Overhauling Service - diesel generators- DG Sets; CUMMINS; No; Buyer Premises,,Ministry of Defence - Department of Defence,1,,,,ANDAMAN & NICOBAR,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8154783,https://bidplus.gem.gov.in/showbidDocument/8154783,05-08-2025 18:00:00
mahi,GEM/2025/B/6509575,"Custom Bid for Services - 52500,Custom Bid for Services - 103950",,Ministry of Defence - Department of Defence,2,,,,ANDAMAN & NICOBAR,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8153769,https://bidplus.gem.gov.in/showbidDocument/8153769,08-08-2025 17:00:00
mahi,GEM/2025/B/6507938,Monthly Basis Cab & Taxi Hiring Services - SUV; 1500 km x 320 hours; Local,, - Revenue Department Andaman & Nicobar,3,,,,ANDAMAN & NICOBAR,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8151932,https://bidplus.gem.gov.in/showbidDocument/8151932,08-08-2025 15:00:00
mahi,GEM/2025/B/6500190,Goods Transportation service - Monthly Based Service - Within city; Construction Material; Pickup T,," - Andaman Public Works Department (APWD), Andaman & Nicobar",1,,,,ANDAMAN & NICOBAR,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8142914,https://bidplus.gem.gov.in/showbidDocument/8142914,05-08-2025 16:00:00
mahi,GEM/2025/B/6499714,"Port Blair Inner Harbour,Andaman Sea,Temple Sound,Port Blair,Narcondam Island,Landfall Island Ancho",,Ministry of Defence - Department of Defence,10,,,,ANDAMAN & NICOBAR,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8142393,https://bidplus.gem.gov.in/showbidDocument/8142393,05-08-2025 12:00:00
