user_name,bid_no,name_of_work,category,department_name,quantity,emd,exemption_allowed,estimation_value,state,location,apply_mode,website_link,document_link,attachment_link,end_date
mahi,GEM/2025/B/6166457,Spinal Drape,,Ministry of Health and Family Welfare - Department of Health and Family Welfare,200,,,,CHANDIGARH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7768885,https://bidplus.gem.gov.in/showbidDocument/7768885,08-08-2025 16:00:00
mahi,GEM/2025/B/6166247,Craniotomy Drape,,Ministry of Health and Family Welfare - Department of Health and Family Welfare,250,,,,CHANDIGARH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7768645,https://bidplus.gem.gov.in/showbidDocument/7768645,08-08-2025 16:00:00
mahi,GEM/2025/B/5872522,"Central Venous Catheters (V2),Central Venous Catheters (V2),Central Venous Catheters (V2),Central V",,Ministry of Health and Family Welfare - Department of Health and Family Welfare,2625,,,,CHANDIGARH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7435486,https://bidplus.gem.gov.in/showbidDocument/7435486,08-08-2025 16:00:00
mahi,GEM/2025/B/6305385,"Tablet Computer (V2),L 1 Fingerprint Registered Device Scanners for Bio - Metric Authentication (UI",, - Food Civil Supplies and Consumer Affairs Department Punjab,598,,,,CHANDIGARH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7923154,https://bidplus.gem.gov.in/showbidDocument/7923154,08-08-2025 15:00:00
mahi,GEM/2025/B/6490814,Manpower Outsourcing Services - Fixed Remuneration - as per Bid Document; as per Bid Document; as p,, - Information Technology Department Chandigarh,47,,,,CHANDIGARH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8132256,https://bidplus.gem.gov.in/showbidDocument/8132256,09-08-2025 17:00:00
mahi,GEM/2025/B/6397697,Custom Bid for Services - ----,,Ministry of Defence - Department of Military Affairs,1,,,,CHANDIGARH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8027140,https://bidplus.gem.gov.in/showbidDocument/8027140,08-08-2025 16:00:00
mahi,GEM/2025/B/6470492,Cyfluthrin - Emulsion in Water (EW) as per IS 15228,,Ministry of Defence - Department of Military Affairs,1258,,,,CHANDIGARH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8109279,https://bidplus.gem.gov.in/showbidDocument/8109279,08-08-2025 20:00:00
mahi,GEM/2025/B/6468158,Vibrotome,,Ministry of Health and Family Welfare - Department of Health and Family Welfare,1,,,,CHANDIGARH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8106660,https://bidplus.gem.gov.in/showbidDocument/8106660,09-08-2025 11:00:00
mahi,GEM/2025/B/6465850,Foot Powder (V2) (Defence),,Ministry of Defence - Department of Military Affairs,57143,,,,CHANDIGARH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8104024,https://bidplus.gem.gov.in/showbidDocument/8104024,08-08-2025 13:00:00
mahi,GEM/2025/B/6493001,"Non skid chain forJCB Exc rear tyre size 16 piont 9 by 28,Non skid chain for snow cutter Rolba tyre",,Ministry of Defence - Department of Defence,38,,,,CHANDIGARH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8134717,https://bidplus.gem.gov.in/showbidDocument/8134717,09-08-2025 16:00:00
