user_name,bid_no,name_of_work,category,department_name,quantity,emd,exemption_allowed,estimation_value,state,location,apply_mode,website_link,document_link,attachment_link,end_date
mahi,GEM/2025/B/6425043,Scissor Lift (V2),,Ministry of Petroleum and Natural Gas - NA,2,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8057910,https://bidplus.gem.gov.in/showbidDocument/8057910,06-08-2025 17:00:00
mahi,GEM/2025/B/6307656,"2036045-FLEXIBLE JAW COUPLING AS PER RINL SPEC AND DRG,2036046-SPIDER FOR JAW COUPLING AS PER RINL ",,Ministry of Steel - Rashtriya Ispat Nigam Limited,20,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7925676,https://bidplus.gem.gov.in/showbidDocument/7925676,04-08-2025 11:00:00
mahi,GEM/2025/B/6369763,"MOT, SQIM, 415V, 250 ML, 4P, 55KW,MOT, SQIM DOL, 415V, 4P, 37KW,MOT, SQIM DOL, 415V, 160ML, 4 POLE,",,Ministry of Steel - Rashtriya Ispat Nigam Limited,20,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7995236,https://bidplus.gem.gov.in/showbidDocument/7995236,02-08-2025 12:00:00
mahi,GEM/2025/B/6251697,"ENCLOSURE FOR MCB, 20A, B and C",,Ministry of Steel - Rashtriya Ispat Nigam Limited,50,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7863362,https://bidplus.gem.gov.in/showbidDocument/7863362,04-08-2025 11:00:00
mahi,GEM/2025/B/6401080,"CPLGTRANSMJAW FLEXBORE5075MAN PMP 2177805,CPLGTRANSMJAW FLEXBORE3032RECR PMP 2177804,CPLGTRANSMJAW ",,Ministry of Steel - Rashtriya Ispat Nigam Limited,38,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8030909,https://bidplus.gem.gov.in/showbidDocument/8030909,08-08-2025 18:00:00
mahi,GEM/2025/B/6437877,Custom Bid for Services - Ambulance with 01 Permanent Stretcher and 01 Foldable Stretcher etc,,PMO - Department of Atomic Energy,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8072254,https://bidplus.gem.gov.in/showbidDocument/8072254,08-08-2025 15:00:00
mahi,GEM/2025/B/6437586,Custom Bid for Services - Outsourcing of Artisans  Mason Plumber Carpenter etc along with helpers f,,Ministry of Railways - Indian Railways,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8071934,https://bidplus.gem.gov.in/showbidDocument/8071934,02-08-2025 17:00:00
mahi,GEM/2025/B/6432742,Custom Bid for Services - AMC of REMMLOT system and Maintenance of Data Centre Services in Medha Ma,,Ministry of Railways - Indian Railways,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8066517,https://bidplus.gem.gov.in/showbidDocument/8066517,04-08-2025 14:00:00
mahi,GEM/2025/B/6430590,Custom Bid for Services - Outsourcing of Artisans  Mason Plumber Carpenter etc along with helpers f,,Ministry of Railways - Indian Railways,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8064123,https://bidplus.gem.gov.in/showbidDocument/8064123,02-08-2025 17:00:00
mahi,GEM/2025/B/6418627,Custom Bid for Services - TMT 7 YEARS WET LEASING CONVESRION TENDER AT VISAKHAPATNAM,,Ministry of Steel - Rashtriya Ispat Nigam Limited,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8050438,https://bidplus.gem.gov.in/showbidDocument/8050438,05-08-2025 09:00:00
mahi,GEM/2025/B/6288923,"EM7160D-51001325(BEARINGS KIT FOR PULLEY),EM7160D-55000104(LIMIT SWITCH),EM7160D-21300435(WIRE ROPE",,Ministry of Defence - Department of Military Affairs,341,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7904589,https://bidplus.gem.gov.in/showbidDocument/7904589,02-08-2025 10:00:00
mahi,GEM/2025/B/6420613,Specification for Ladle well mix of 95% self-opening on supply cum application on per heat basis.,,Ministry of Steel - Rashtriya Ispat Nigam Limited,20000,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8052731,https://bidplus.gem.gov.in/showbidDocument/8052731,02-08-2025 16:00:00
mahi,GEM/2025/B/6212255,"2036109,2036243",,Ministry of Steel - Rashtriya Ispat Nigam Limited,70,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7819492,https://bidplus.gem.gov.in/showbidDocument/7819492,06-08-2025 11:00:00
